category,executor,text,theme
22,47,почему год почётный донор снять звание ветеран труд хотеться знать область остаться считать несправедливый большой,153
11,68,отопление квартира холод жить первое этаж влажность позвонить жэу спросить дать отопление ответ услышать диспетчер отопление дать записать заявка отсутствие отопление бред подключить мастер должный проверить наверно подключить дом отчитаться голословный сказать дом подключить получаться подключить самый дело волновать считаться день жить отопление самый дело замерзать диспетчер сказать понедельник передать мастер заявка послушать бред диспетчер сказать мочь открыть задвижка кран полный бред беспечность наверно идти сбоить подключение отопление выходной должный спросить оплата отопление брать,132
11,68,постоянный запах сероводород мешать житель соседний дом старое коммуникация справляться возрастать нагрузка связанный интенсивный строительство жилой дом район,64
11,68,запах сероводород ряд детский поликлиника стоить несколько год ошибка строительство канализация микрорайон семчиный проблема заниматься строиться новое дом,64
5,55,сделать дорога пожалуйста соколовка мирный,119
25,2,работа молодёжь пожилое ранний завод год яблоко выбрасывать организовать заготовительный контора,41
7,32,достойный медицинский обслуживание миллион выделить здравоохранение почему деньга дойти кадома нужный ремонт терапия хирургия палата зимой холодный стена потолочь обшарпать полый худой тумбочка бегать мышь держать кошка,94
5,55,участок дорога возле дом адрес год рязань рязанский область ул трудовой находиться значительный деформация повреждение дорожный покрытие вид ям ухаб превышать предельно допустимый размер установленный гост р автомобильный дорога улица требование эксплуатационный состояние допустимый условие обеспечение безопасность дорожный движение именно полностью повредить дорожный полотно вдоль дом год рязань ул трудовой далее ровный асфальт разбитый пешеходный дорожка проехать детский коляска очень трудно колесо застревать ям,119
9,29,хотеть узнать насчёт бывший детский санаторий баташевский усадьба вопрос решаться,151
9,29,предложение константиновый создать этнопарк,151
2,55,несколько неделя работать городской освещение район дом улица стройкова также многий адрес который вспомнить центральный улица освещаться стоить немного отойти сторона незаметно погружаться тьма фонарь выключить,53
5,55,въезд двор дом улица пушкин также вдоль дом улица стройкова огромный выбоина,119
11,2,проживать кадом несколько год удивить качество вода кажется вод непригодный питие технический цель также очень беспокоить качество электросеть вечерний время выключаться компьютер весь лампа гаснуть настолько комната видно решить вопрос думать волновать многий житель наш посёлок большой,132
4,55,участок тротуар голенчинский шоссе пересечение голенчинский шоссе ул родниковый около пешеходный переход напротив конюшенный двор расстояние метр пересечение голенчинский шоссе ул спортивный тротуар завалить земля который туда стекать обочина дождь земля превращаться грязь ходить становиться невозможно просить расчистить участок земля установить бордюр большой земля тротуар попадать,137
11,2,помочь отремонтировать подъезд пожар ремонт сказать год,11
9,22,муниципальный учреждение культура гусевский клубный объединение остро стоить вопрос строительство посёлок гусь железный новое культурный центр творческий коллектив касимовский район базироваться помещение приспособить житель некуда идти концерт,38
20,37,добрый день хотеть обратить внимание многочисленный жалоба горожанин соцсеть неимоверно участиться случай загрязнение городской воздух разнообразный промышленный выброс задыхаться дашковый песочень шлаковый московский шоссе примечательно особенно сильный становиться аромат вечер ветер дуть сторона промзона открыть окно прогуляться невозможно пахнуть продукт горение химический вещество насколько эффективный контроль вредный предприятие наш окраина жить город становиться некомфортно опасный здоровье жизнь менее терпеть долгий ожидание маршрутка остановка ям тротуар отсутствие фонарь двор терпеть приходиться круглосуточно дышать яд,19
5,43,почему стыдно ехать город подъезжать именно рязанский область дорога заплатка ехать юг тамбов заканчиваться начинаться любимый рязань пошло весь сасово заплатка неужели наш руководство достойный инженер каждый дорожный участок следить весь разбитый,119
2,55,гореть фонарь уличный освещение ул новосёл около остановка кинотеатр сторона дашков,53
2,55,большой год гореть фонарь уличный освещение пешеходный переход ул новосёл район остановка кинотеатр сторона центр,53
2,55,центр город минута ходьба площадь ленин туристический зона темнота мост глухой деревня свет здание проезжать автомобиль красота фонарь перестать гореть отнюдь вчера наблюдать картина большой год,53
22,47,почему льгота садик школа нужно каждый год обновлять документ налоговый требоваться справка предприниматель весь материальный возможность каждый отдавать рубль вопрос решить многие фирма брать сотрудник испытательный срок платить зарплата постараться решить пожалуйста проблема,152
5,55,дом улица кальный площадка человек ставить автомобиль отличный дополнительный место парковка сожаление практически отсутствовать твёрдый покрытие лежать старое плита который отчасти затруднять процесс парковка остальной пространство грунт автомобиль выносить оттуда дополнительный грязь дорога асфальт просьба оборудовать место парковка твёрдый покрытие,119
5,55,добрый день участок ул рытиковый идти пересечение ул разин дом ул пугачев отсутствовать нормальный дорожный покрытие глубокий ям песок щебень создавать неудобство водитель пешеход детский коляска особенно непогода новое дом активно строиться район благоустроенный недавно открытый супермаркет машина который подъезжать разгрузка именно участок разбитый дорога окончательно добиваться просить решить данный проблема,119
11,31,вопрос обязать платить вывоз мусор квартира который проживать связь состояние здоровье проживать город рязань оплачивать услуга просить направить ответ указанный адрес являться инвалид группа операция,99
11,68,помочь пожалуйста жить соколовка улица связь дом поликлиника пора мёрзнуть знать обратиться мастер отвечать телефон заблокировать управление дом говорят слесарь послать мёрзнуть ложиться весь годиться ребёнок внук жко сваливать теплосеть говорят давать давление половина дом отопление половина мастер никак реагировать профессионально непригодный разобраться пожалуйста помочь голосовать,132
11,70,обращаться повод ремонт кровля крыша обращаться давать ответ дом год год крыша ремонтироваться план капитальный ремонт включить год провести независимый экспертиза износ крыша составлять,11
22,47,бабушка радина екатерина проживать указанный адрес вопрос весь регион окружающий рязань тульский владимирский московский область детский пособие получать рубль выше почему каждый ребёнок начисляться рубль поднять бедный регион посмотреть предприятие вокруг неужели платить подоходный налог производить отчисление бюджет область разобраться пожалуйста повысить детский пособие ребёнок,152
5,10,звать наш дом находиться магазин магнит пятёрочка расстояние порядок метр дорога ужасный состояние около магазин полтора метр заасфальтировать около полтора метр основный дорога ужасный ям превышать весь практический норма ехать коляска лавировать кучугурам ехать ям ухаб обратиться пожалуйста председатель рыбный исправить,119
2,4,весь улица мусорка убрать сделать весь город крыса бегать весь везти весь улица наш сделать дорога бывать мероприятие город весь объезжать наш улица каляев фура автобус дальний следование,87
19,22,наш дом построить год никакой удобство ходить колонка расстояние около метр пенсионный возраст поднимать вода каждый этаж тяжело расселить дом интересоваться жилец,116
2,55,гореть фонарь уличный освещение поворот здание куйбышевский шоссе,53
2,55,гореть фонарь уличный освещение около остановка дск сторона центр гореть остановка пешеходный переход просьба восстановить освещение улица,53
16,55,разбитый остановка оот дск сторона центр просьба восстановить остекление остановка ожидать транспорт пассажир возможность укрыться ветер атмосферный осадок,106
2,55,гореть выключить неисправный фонарь уличный освещение конечный остановка троллейбус дашков песочень ул новосёл,53
2,55,гореть фонарь уличный освещение пешеходный переход район здание адрес новосёл,53
15,3,автовокзал год ремонтироваться мочь определить кома ремонтировать автобусник город уничтожить щит объявление ранний срезать весь информация дверь вешаться особить московский микрорайон никакой информация происходить город население около человек коридор поликлиника вентиляция невозможно находиться очередь дожидаться приём врач человек падать обморок задыхаться иметь статус город баня негде помыться,18
5,3,автовокзал клепик лицо город дорога автовокзал ремонтироваться последний бомбёжка нога сломать запросто позор спасти клепик проблема дорога весь разбитый автотранспорт ям объезжать труд,119
5,55,предлагать нарисовать рязань вафельный разметка улица свобода ленин дать место необходимый автомобиль постоянно создавать помеха проезд чаща пешеход,120
11,68,добрый день крыша ти этажный дом ул нахимов полный бардак мешок мусор ремонт крыша храниться год провод напоминать новогодний гирлянда закрытый подъездный люк выход крыша молодёжь любить лазить высотка делать экстремальный селфи год назад соседний дом трагический исход подобный просить управлять компания убрать мусор повесить замок,140
22,47,мама двое ребёнок инвалид ранний ходить центр контакт ребёнок вырасти мочь доставлять знать обещать машина специализировать доставлять ребёнок наш город ребёнок инвалид хотеть весь родитель попросить,153
24,66,добрый день протяжение долгий год торец жилой дом торговать рюмочный последний год дверь заведение утро вечер открытый мужчина периодически посещать заведение входной дверь нигде указатель спросить продавец торговать последовать ответ чаять кофе житель соседний дом самый дом крайне обеспокоить наличие данный заведение безымянный притон анти кафе который право различный празднование посетить ребёнок соседний школа,80
4,55,торец дом кальный улица муромский шоссе расположить территория дерево пара год назад обещать привести порядок сделать место прогулка ребёнок просить рассмотреть данный возможность,79
27,64,просить рассмотреть возможность город рамка программа развитие спорт привести футбольный площадка соответствие норма игра молодёжь наш соседний дом требоваться полный замена ограждение площадка трубный греметь сделать прорезиненый покрытие сверху натянуть сетка мяч улетать заранее,14
16,55,остановка общественный транспорт некоторый центральный часть город оснастить экран иметь никакой информация название остановка номер маршрут общественный транспорт жительница город трудно ориентироваться приезжий,77
5,55,дорога около детский поликлиника делаться полтора год асфальт месяц назад срезать дорога засыпать щебень который размыть день ремонт прекратиться подъехать невозможно,119
24,38,проблема рюмочный мкр южный самый наболевший особенный место иметь кафе южанка находиться подвал жилой дом расстояние рюмочный забор территория далее сад деть сад вынужденный оградить угол забор металл лист видеть пьяный посетитель ближний район школа обучать смена школьник проживать дом гоголь черновицкий дойти школа вынудить вплотную идти мимо злачный место возле который постоянный мусор зловонный запах пьяный человек нецензурный брань подсказать кома обратиться услышать проблема разрешиться польза здравый население,47
13,3,несколько год назад закрыть школа номер очень хотеться открыть снова ребёнок километр пешком ходить город автобус возить начальный класс весь остальной зимой осень ранний весной снег грязь ходить пешком считаться нормальный школа запустить состояние аварийность очень хотеться отремонтировать расположить буквально противоположный сторона школа большой добрый,156
19,22,квартира протекать вод крыша худой печь отверстие разрушить полый гнить жить год жить родные сосед квартира номер история жить знакомый дом расселять,116
11,3,жительница посёлок болонь пенсионерка пожилое человек посёлок интересовать вопрос ремонт замена сеть водоснабжение канализация общий стратегия развитие посёлок внимание,64
15,3,район плохо работать транспорт ранний большой маршрутка автобус убрать наш сторона деревня ранний несколько день автобус добраться,29
10,3,вопрос насчёт дрова жить сельский местность дрова заготовить нужно идти национальный парк разрешать заготовка дрова валежник год валежник сзади болото вокруг поль заросль берёза почему заготавливать природный газа топиться ехать далеко дрова дорого дорога мочь зимой весной добраться баллон газовый никто возить выиграть тендер тамбов никак везти,54
11,3,газифицировать наш район деревня особенно сторона прудков чёрный газифицировать,111
13,2,уважаемый обращаться глава администрация повод плохой обращение дошкольный учреждение руководитель конфликтный ситуация течение месяц давать никакой ответ хотеть получить вразумительный ответ наш глава обращение который подходить большой выслушать,35
11,2,записать приём писать официальный заявление приём ваш работник записать заявление передать нарушить закон номер российский федерация указать запретить отправлять заявление жаловаться почему губернатор бояться встречаться народ вод посёлок кад водопроводный сеть соответствовать санпин,132
11,2,год пытаться решить проблема питьевой вода водопроводный вода рабочий посёлок кад год кадомский районный суд обязать принять мера улучшение качество вода,132
27,3,больной вопрос нужный автобус выезд ребёнок спортивный школа соревнование относиться министерство образование министерство спорт транспортный проблема многий муниципальный образование область,14
10,37,скоро новый год ранний проблема выписать ёлка нигде выписать говорят езжать тум велосипед ходить администрация ходить наш лесхоз говорят мочь сделать,28
5,3,хотеть задать несколько вопрос делать дорога сельский местность газифицировать клепиковский район разрешить брать берёзовый дрова леса мочь заготовить нечего топиться национальный парк поэтому никуда разрешать ходить заготавливать дрова,120
11,2,год обращаться весь чиновник проблема восемнадцатиквартирный дом улица свобода который квартира муниципальный приватизированный данный момент окно дверь канализация отопление крыша местами течь трещина среднее подъезд насквозь меняться руководитель проблема решаться год губернатор поставить задача сотрудник подразделение жкх отремонтировать дом решение вопрос никто заниматься просить прислать комиссия решение проблема,132
22,47,очень хотеть попасть приём написать заявление прошлое год пора приём никто записывать кадом поговорить получиться греков игорь михайло хотеть приём записывать дело течение год одинокий женщина тяжёлый операция инвалита группа пенсия нищенский мочь ликвидировать последствие чрезвычайный ситуация закон выплатить никакой компенсация делать помочь пожалуйста,153
11,68,хотеть узнать повод отопление приказ подаваться факт включать поздний начисление идти пенсионер сложно заранее платить,99
11,3,вопрос насчёт вывоз мусор год прибавить человек рубль ранний несколько рубль сразу утилизация платить год рубль плюс платить рубль плюс мусор золотой получаться очень надбавить,99
18,55,очень приятно увидеться председатель поселковый совет посёлок ворошиловка участвовать программа автостоянка городской условие подать проект утвердить привезти машина щебень свалить ул старореченский дом корпус месяц никакой работа человек стать растаскивать щебень помочь пожалуйста,148
5,0,село благой александро невский район год добиваться сделать дорога привезти железный дорога щебёнка гранитный засыпать весь закончиться двадцать год ходить геодезист измерять уровень дорога толк внук тележка проехать коляска проехать велосипед покататься чиновник обращаться весь отписка следующий год весь пора дорога сделать,119
5,3,хотеться обратиться повод наш дорога клепиковский особенно переулок корчагин проехать невозможно доходить машина брюхо садиться дорога клепик плохой,119
11,31,хотеть обратиться повод работа наш управлять компания управдом дом проживать очень старый всякий проблема число очень плохой проводка особенно щиток который находиться подъезд неоднократно происходить возгорание замыкание обращаться управлять компания никакой действие принять подъезд вопрос последний ремонтироваться основание поэтому очень хотеться помочь проконтролировать работа наш управлять компания ждать ответ,132
8,3,записаться приём весь получаться хотеть взять участок сотка перераспределение давать говорят нужно заплатить энный сумма ваш вопрос ускориться отказаться доплатить деньга намекнуть получить земельный участок сделать зона р болотистый местность зона общий пользование пользоваться земля болото весь сделаться,23
27,22,касимов построить аквапарк,14
11,68,управлять компания единство сервис который управлять дом адрес год рязань улица шереметьевский дом корп присылать квитанция оплата коммунальный услуга просить посодействовать дать вопрос,99
7,32,являться председатель ветеранский организация староста деревня молькино добрый помочь нужный скорый тум больница скора помощь машина просьба весь житель тум большой,94
22,48,начать рязанский область выплачивать помощь ребёнок война вопрос вопрос пожалуйста разобраться жкх отопление тепло батарея еле тёплый платить заканчиваться отопление улица градус еле топить платить вопрос решить пенсионерка инвалид группа накладный оплачивать,153
5,3,родственник лежать кладбище который мочь прийти поклониться ближний деревня иванковый сергеевка култук ветчан кладбище старое действующий территория вырасти лес который сухостой дорога разбить машина вывозить лес полтора километр доехать туда мочь обращаться несколько сельский поселение районный ответ деньга кладбище стоить учёт,119
2,55,добрый день работать садовый фонарь свобода есенин перекрёсток вознесенский свобода перекрёсток заливать дождь дорога невозможно перейти особенно коляска пешком хотеться парка дорога отремонтировать детский площадка обновить,53
19,22,крыша дом труба очень плохой состояние квартира разрушить предприниматель который открыть здание магазин жить временно жить родственник дом расселять,116
2,55,улица бахмачеевский начинать улица й мервинский проезд отсутствовать освещение создавать реальный угроза здоровье гражданин опасность переломать нога дорога нормальный давно повесить фонарь,53
7,32,рязань работать сайт который упрощать процесс запись врач позволять записаться интернет месяц сайт функционировать связь поликлиника собираться огромный очередь человек стоять полтора час талон просьба сделать сайт пустить всеобщий пользование цель экономия личный время гражданин упрощение процесс работа регистратура выдача талон,24
2,55,гореть фонарь около дом страшно ходить видно,53
18,55,кабинка губернатор проблема обращаться знать получиться обращение опубликовать найти поэтому повторять год поднимать проблема парковка нижний городской сад законный незаконный несколько ответ разный инстанция город переписка контакт страница администрация город фотография автомобиль припарковать парка год собраться несчётный количество решение проблема год сдвинуться место мало количество припарковать автомобиль парка каждый днём увеличиваться особенно заметно стать весь парковка округа стать платный некоторый днями автомобиль бывать штука стоять дорожка парк газон место дорожка приводить скриншот последний беседа контакт страница εлизавета εршов страница администрация город рязань несколько фотография,148
11,68,протяжение несколько неделя колодец течь канализация улица сразу попадать ливневка который свой очередь течь ручей ока житель дом написать весь инстанция прокуратура число проверка воз ныне весь газета трубить дом переболеть семья кишечка ребёнок весь ходить лужа весь нести домой машина нести свой колесо дикий ужас деньга брать содержание дом огромный крик помощь помочь наш власть брать,64
4,54,посторонний надпись стен котельная детский сад кальный улица просьба закрасить работать точный указание проблема карта прийтись поставить точка детский сад,39
4,54,надпись стена дом кальный улица просьба закрасить,39
4,54,надпись стена дом кальный улица просьба закрасить,39
4,54,торец дом кальный улица находиться контейнерный площадка бытовой отход площадка расти дерево кустарник зелёный зона набросать всякий разный мусор ветка пакет бумага стекло пластик покрышка просьба навести порядок убрать мусор,86
2,55,дом ул кальна проходить теплотрасса возле опора теплотрасса несознательный человек оставлять мусор просьба навести порядок убрать мусор карта работать точный указание место проблема ранний работать прикладывать отдельно снимка карта указание место лежать мусор,87
2,55,просьба убрать мусор дом кальный улица,87
18,55,ряд дом адрес быстрецкий улица небольшой зелёный зона лужайка отсутствие бордюр автомобилист парковать машина превращать газон сплошной грязь вывозить грязь колесо дорога общий пользование просьба ограничить возможность парковка лужайка установить нормальный бордюр согласно гост ограждение,148
2,55,гореть фонарь уличный освещение напротив дом улица есенин,53
2,55,работать лампа уличный освещение пешеходный переход напротив дом адрес улица гагарин,53
11,31,повод тариф отопление дом расформировать категория норматив ввести ужасный барак авиагородок,99
11,3,жить год улица просвещение город спасти клепик район автовокзал территория уличный туалет баня сарай нуждаться реновация заодно шестиквартиный железнодорожный дом год постройка,132
11,2,газифицировать человек баллон сидеть газ закончиться нигде заправлять делать,114
25,22,пенсионный возраст прибавить работа весь молодёжь биржа работать самый хороший место занять,49
5,55,просить обратить ваш внимание пешеходный проход ул линия сторона ул гагарин территория около вход ул линия находиться плачевный состояние расстояние обойти проход очень узкий поэтому время дождь паводок отсутствие нормальный дорожный покрытие проход ул линия очень затруднить сторона дом кор асфальт давно прийти негодность сторона дом отсыпать дорожка грунт многие обходить линия невозможность пройти дать место вследствие обстоятельство кажется территория мочь соответствовать норма благоустройство просить рассмотреть вопрос восстановление асфальтовый покрытие проход ул линия сторона дом дом кор,119
13,62,добрый сказать пожалуйста должный платить охрана школа муниципальный бюджетный общеобразовательный учреждение школа рязань ул кальный далее являться бесплатный школа просить оплатить сразу месяц полгода статья конституция российский федерация каждый иметь право образование гарантироваться общедоступность бесплатность дошкольный основный общий среднее профессиональный образование государственный муниципальный образовательный учреждение предприятие желательно последствие ребёнок который учиться школа,35
20,37,вопрос наш речка время молодость судоходный весь зарасти загрязниться плотина сделать река цна плюс маленькая сасовка алешний похожий помойка большой,19
9,61,считать город необходимый арт пространство молодёжь мочь самовыражаться,101
8,59,вокруг дом устанавливаться ограждение внешний сторона дом забор прекрывать нормальный доступ дом е автомобиль спецслужба экстренный случай смочь проехать данные дом слово активист далее ул кальный земельный участок находиться стадия оформление ждать результат забор ставить очень хотеться знать мнение согласующий передача дать земельный участок собственность собственник многоквартирный дом нибыть анализировать ситуация проезд автомобиль проход пешеход ул кальный остановка касимовский шоссе скоро возникнуть ситуация житель дом ул кальный пройти остановка касимовский шоссе гипермаркета лента школа детский сад прийтись обходить ул быстрецкий убедительно просить помочь разобраться сложиться ситуация,158
2,55,остановка больница который больница поликлиника работать фонарь самый остановка тёмный время сутки страшно находиться дорога работать фонарь подряд остановка сторона почта хотеться надеяться скорый восстановление освещение,53
11,3,провести газ деревня аристовый козельский сесть колычево пансурово кураповый козельский также отремонтировать дорога направление лебединый аристовый,111
22,34,житель город сасово стоять очередь взять ребёнок ребёнок семь год пройти школа приёмный родитель появиться девочка общаться неделя отправить рязань медицинский обследование рязань говорят девочка территория отдать стоять рязань очень большой очередь смысл вставать делать помочь девочка звать родиться год число пожалуйста хотеть дать девочка любовь забота который мочь очень хотеть удочерить время оставаться мало число суд мать лишать родительский право смочь сделать помочь пожалуйста вернуть девочка сасово,98
