category,executor,text,theme
Городская_территория,Администрация_Шиловского_муниципального_района_Рязанской_области,сделать скейт парк вокзальный улица,"Условия_для_массового_отдыха,_свободный_доступ_к_водным_объектам_общего_пользования_и_их_береговым_полосам"
Дороги,Управление_благоустройства_города,расстояние дом семчинский школа р недостоевый составлять километр пеший способ самый кроткий путь пол участок поль составлять лишь метр однако полный бездорожье родитель ребёнок очень хватать тротуар вдоль поль тротуар возможность быстро оперативно добраться пеший способ школа недостоевый смотреть погодный условие наступление осень дождливый погода пройти представляться возможный важный знать планироваться дорожный покрытие участок метр семчинский недостоевый просить автомобильный дорога очень просить услышать родитель помочь выделить средство тропинка возможность пройти пешеход,Повреждение_или_отсутствие_дорожного_покрытия
Культура,Администрация_Ряжского_муниципального_района_Рязанской_области,год сгореть наш сельский дом культура находиться здание напротив памятник погибший воин очень прилично фон монумент иметь разрушить здание просить посодействовать строительство новое дк внимание добрый,Модернизация_учреждений_культуры_и_образования_в_сфере_искусств
Природные_ресурсы_и_охрана_окружающей_среды,Министерство_природопользования_Рязанской_области,писать свой обращение крик душа большой участок поль дом семчинский использовать территория выброс мусор откровенный свалка церемониться приезжать машина вываливать свой груз видео фиксация определить физ лицо делать смочь смириться вывоз грунт вырыть земля именно мусор строительный бытовой реальный угроза экология черта город возможно обращаться прокуратура вывоз продолжаться принять действие громкий табличка штраф озадачить собственник земля нести ответственность свой участок дорога возле который также происходить свалка использоваться человек ежедневно кроткий доступ р недостоевый почему должный весь смотреть слушать запах особенно летом происходить возгорание мусор эколог трубить весь мощь услышать должный,"Загрязнение_окружающей_среды,_сбросы,_выбросы,_отходы"
Городская_территория,Управление_градостроительства_и_архитектуры,просить предоставить генеральный план год рязань частность застройка планирование микрорайон канищево год рязань связь отсутствие генеральный план ппт утверждение строительство микрорайон человек остаться сад школа достаточный количество транспорт,Планировка_территорий
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,добрый день наш дом новый лишь год время четыре проблема канализация гореть насос подвал полностью заполнять канализационный сток самый проблема ук вопрос никак решать весь жилец первое пятнадцать этаж задыхаться подвал переполненный ук начать сливать канализационный сток пол экологический катастрофа жилец неоднократно обращаться воз ныне наш дом четыре год утопать,Неисправность_работы_канализации
Дороги,Администрация_Шацкого_муниципального_района_Рязанской_области,наш улица очень плохой дорога неоднократно обращаться администрация обещать сделать прошлый большой полтора месяц никак сделать улица протекать ручей зимой весь замерзать отрывать бампер машина вытаскивать друг друг обещать вложить труба обещание ехать скорый такси помочь пожалуйста,Повреждение_или_отсутствие_дорожного_покрытия
Дороги,Управление_благоустройства_города,пожелание наш весь сосед сделать дом асфальт вода скапливаться дерево старое спилить возле дом помочь пожалуйста,Повреждение_или_отсутствие_дорожного_покрытия
Природные_ресурсы_и_охрана_окружающей_среды,Министерство_природопользования_Рязанской_области,который неделя приокск московский вечер пахнуть гарь химия никакой информация власть необходимый проверка воздух именно вечерний время необходимый установка датчик контролирование воздух онлайн власть разработать порядок обращение регистрирование жалоба информирование население никто знать круглосуточный номер,"Загрязнение_окружающей_среды,_сбросы,_выбросы,_отходы"
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,улица бирюзовый дом подъезд лифт год останавливаться каждый день дом очень ребёнок обращение служба спасение диспетчерский поступать ежедневно требовать срочный замена деньга счёт дом лифт менять требоваться срочный замена пока случиться беда просить принять мера,Неисправный_лифт
Парковки,Префектура_Железнодорожного_района,просьба ограничить возможность заезд парковка автомобиль газон напротив здание адрес ул типанов,Парковка_автотранспорта_вне_организованных_автостоянок/на_зеленой_зоне
Городская_территория,Управление_благоустройства_города,гореть фонарь уличный освещение троицкий мост,Не_работает_уличное_освещение
"Образование_(школы,_детские_сады)",Управление_образования_и_молодежной_политики,увеличивать количество класс ребёнок школа школа далее далее ул семчинский место начаться строительство школа семчиный создать весь условие неудобство житель родитель ребёнок территориальный отдалённость плотный застройка новый дом увеличивать нагрузка соц объект проблема транспорт сопровождение ребёнок начальный класс работать население очень проблематичный,"Нехватка_мест_в_дошкольных_образовательных_организациях,_детских_садах"
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,мама ребёнок инвалид проживать зарегистрировать адрес ул бирюзовый далее кварир находиться этаж дом пандус крыльцо находиться ужасный состояние элементарный возможность выйти ребёнок улица сделать около вход подъезд пандус ходить страшно говорить перемещение ребёнок коляска лифт наш дом находиться этаж е наш ребёнок путь встречаться препятствие лестничный пролёт лифт ужасный крыльцо подъезд,Поврежден/Отсутствует_пандус
Дороги,Управление_благоустройства_города,несколько год житель ребёнок добираться детский сад разбитый пешеходный дорожка осадок сплошной месиво грязь лужа приокский район самый запустить район просить отремонтировать зона социальный объект год идти дорога меняться фото дорога хороший вид,Повреждение_или_отсутствие_тротуаров
Городская_территория,Управление_благоустройства_города,дом бирюзовый бирюзовый находиться детский площадка который освещаться дом бирюзовый бирюзовый стоить детский площадка который освещаться происходить век ребёнок осенний зимний время мочь вечером погулять площадка кромешный тьма идти домой неосвещенный дорога невозможно причём дорога дом бирюзовый иметь столб установленный год назад видеть лампочка смотреть рсу просить обязать управление привести надлежащий вид дворовый территория относительно освещение детский площадка подход дом бирюзовый,Не_работает_уличное_освещение
Городская_территория,Управление_благоустройства_города,несколько дом станкозаводский интернациональный район канищево внутри дом ряд стадион школа находиться детский площадка пользоваться несколько дом однако площадка освещаться освещаться осенний зимний период вечером невозможно воспользоваться почему пора нарушение заметить стадион школа также освещаться просить обязать обслуживающий компания иметь участок отношение срочный порядок установить освещение,Не_работает_уличное_освещение
Многоквартирные_дома,Госжилинспекция,итог заочный голосование вопрос повестка день поставить общий собрание собственник протокол установка ограждение вокруг дом счёт средство собственник помещение проголосовать ук действие решение принимать наш двор оказаться проходная двор детский площадка собираться подросток вести непристойно оставлять бутылка прочий мусор весь подвальный дверь стена исписать непонятный надпись веселиться часы ночь мешать жилец просить помочь благоустройство наш придворовый территория жилец дом,Нарушение_закона_при_ведении_деятельности_управляющей_организации/ТСЖ
Дороги,Управление_благоустройства_города,установить светофор организовать круговой движение перекрёсток около далее ул крупский дать перекрест постоянно возникать аварийный ситуация довольно тяжело перейти пешеход нужно упорядочить движение автотранспорт дать перекрёсток большой транспортный поток улица являться альтернативный московский шоссе возможно хороший вариант организация круговой движение,Неисправный_светофор
Многоквартирные_дома,Администрация_Пителинского_муниципального_района_Рязанской_области,почему инвалид группа скидка вывоз мусор свет газ маленький должный вывоз мусор,Оплата_жилищно-коммунальных_услуг
Дороги,Управление_благоустройства_города,история год дорожный покрытие участок никак привести надлежаший вид несколько год сделать обращение повод год участок дорога заняться провести частичный делать акцент образ интересно падать выбор ям нужно заделать нужно итак маленький участок дорога подготовительный работа именно срезать асфальт е разбитый участок дорога большой привести плохой состояние ответ взяться бросить сделать худой самый смешной доходить абсурд сделать карман машина заасфальтировать карман карман дорога просить найти ответственный участок дорога срочный порядок призвать сделать начать надлежащий образ весь материал готовый приложить жаль ограничение количество шт,Повреждение_или_отсутствие_дорожного_покрытия
Многоквартирные_дома,Госжилинспекция,сайт гис жкх управлять компания обязать выкладывать весь информация дом однако дом семчинский отсутствовать информация создать электронный паспорт дом информация протокол собрание отчётность годовой смотреть дом обслуживаться полный год зато наш дом прицепить отчёт дом семчинский типо самообман вроде приложить вроде обращение ук информация директор давать направлять именно сайт гис жкх свой очередь информация нету просить призвать ответственность ооо ук сервис ск обязать предоставить заполнить положить закон информация доступ жилец дом касаться соседний дом дать ук обслуживать дом семчинский однако сайт гис жкх числиться говорить протокол годовой отчётность дом просить заметить данный дом обслуживание год,Нарушение_закона_при_ведении_деятельности_управляющей_организации/ТСЖ
Дороги,Администрация_Шацкого_муниципального_района_Рязанской_области,течение год улица осветить дорога отвратительный невозможно проехать год сделать грунтовый дорога говорить асфальт просьба обращаться никто реагировать,Повреждение_или_отсутствие_дорожного_покрытия
Социальная_защита,Министерство_труда_и_социальной_защиты_населения_Рязанской_области,хотеть узнать увеличиваться пособие уход ребёнок инвалид,Социальная_поддержка_льготных_категорий_граждан
Дороги,Управление_благоустройства_города,ул семчинский год рязань отсутствовать тротуар невозможно пройти торчать доска гвоздь год,Повреждение_или_отсутствие_тротуаров
Многоквартирные_дома,Префектура_Железнодорожного_района,надпись стена дом ул татарский просьба закрасить,"Несанкционированные_объявления,_надписи_и_рисунки_на_фасадах"
Многоквартирные_дома,Префектура_Железнодорожного_района,надпись стена дом ул гагарин просьба закрасить,"Несанкционированные_объявления,_надписи_и_рисунки_на_фасадах"
Многоквартирные_дома,Префектура_Железнодорожного_района,надпись стена здание ул гагарин просьба закрасить,"Несанкционированные_объявления,_надписи_и_рисунки_на_фасадах"
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,прошлый несколько день снова возобновиться проблема просить привлечь ответственность ооо ук сервис ск проблема устраняться ук выполнять свой обязательство система работать исправно проблема возвращаться задыхаться запах количество заявка дать вопрос пора оштрафовать ук ранее подать заявка портал пора снова обрабатывать,Неисправность_работы_канализации
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,протяжение лишний год течь канализация возле далее ул семчинский данный момент проблема устранить просить оказать содействие устранение проблема замена насос передача дать ветка канализация водоканал отписка администрация жить инспекция росприроднадзор роспотребнадзор соответствовать происходить,Неисправность_работы_канализации
Городская_территория,Управление_благоустройства_города,гореть столб освещение улица костычев перекрёсток цнтить вдоль агроуниверситет поворот ул новатор вечером идти невозможно участок улица ряд столб освещать должный оба часть тротуар данный участок очень оживлённый пешеход переход водитель видеть переходящий дорога человек сбить мать коляска,Не_работает_уличное_освещение
Дороги,Управление_благоустройства_города,несколько год житель район семчиный приходиться преодолевать тротуар объект присвоить название который соответствовать никакой гост место положение ул семчинский далее сторона увеличение нумерация дом сторона коттеджный дом сделать вручную травмоопасный черта город черта жилой многочисленный район просить ответственный привлечь привести надлежащий вид пока жилец получить увечье,Повреждение_или_отсутствие_тротуаров
"Торговля,_товары,_услуги",Министерство_промышленности_и_экономического_развития_Рязанской_области,сказать пожалуйста открыться новое производство детский коляска который анонсировать весной большой,Нарушения_в_организации_и_ведении_торговой_деятельности
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,устранить нормализовать работа канализация дом жк юный терпеть вонь квартира весь комплекс толком работать весь канализационный система пришлый негодность мочь посмотреть паспорт насос сверить номер серийный насос паспорт соответствие нести ответственность затопление подвал чей счёт производиться ремонт помещение дом ул княжий пол также зона затопление отход канализация дом менее год отвечать весь бардак,Предоставление_коммунальных_услуг_ненадлежащего_качества
Социальная_защита,Министерство_образования_и_молодежной_политики_Рязанской_области;_Управление_энергетики_и_жилищно-коммунального_хозяйства,уважаемый губернатор работать школа интернат город рязань возможно наш область предоставление служебный жильё молодая предоставлять проживать шацк работать рязань иметь свой жильё также очень интересно узнать убраться несанкционированный свалка мусор улица урицкий возле дом,Предоставление_молодым_семьям_социальной_выплаты_на_приобретение_(строительство)_жилья
Остановки_общественного_транспорта,Управление_благоустройства_города,остановка больница имя семашко сторона роща работать табло онлайн прогноз прибытие транспорт,Некачественное_содержание_остановок_общественного_транспорта
"Образование_(школы,_детские_сады)",Министерство_образования_и_молодежной_политики_Рязанской_области,кален очень новый многоэтажный дом каждый год становиться большой школа микрорайон переполнить ребёнок учиться смена продлёнка класс человек год школа смочь принять весь первоклашка который прописка закреплённый каждый год ситуация становиться худой почему разрешение строительство столько высотный дом администрация город позаботиться строительство школа каждый год слышимый обещание школа построить ребёнок учиться негде кален начаться строительство новый школа,"Нехватка_мест_в_дошкольных_образовательных_организациях,_детских_садах"
Парковки,Управление_благоустройства_города,завершить работа устройство парковка двор дом ул бирюзовый ул интернациональный начаться работа выбор пора завершить площадка огородить бордюр установить весь гора щебень песок лежать двор автовладелец ставить свой машина газон нарушение пдд прилагать фото сделать дом улица бирюзовый состояние несколько недопарковка,Создание_и_реорганизация_бесплатных_парковок
Дороги,Управление_благоустройства_города,состояние дорожный полотно индустриальный переулок отвратительный ям огромный проехать ул октябрьский отделение полиция очень сложно состояние дорога год отремонтировать,Повреждение_или_отсутствие_дорожного_покрытия
Дворовая_территория,Администрация_Ухоловского_муниципального_района_Рязанской_области,наш улица сделать освещение вечером очень темно хотеться тротуар камера машина гонять,Городская_территория
Банковская_деятельность,Министерство_промышленности_и_экономического_развития_Рязанской_области,обращаться проблема доступный жильё молодая специалист сель захотеть остаться работать сель получить ипотека пониженный процентный ставка молодая специалист учитель оказаться ипотека оформлять крупный город малое поселение молодая специалист который хотеть остаться работать малое поселение,Жалобы_и_предложения_по_развитию_банковской_деятельности
Городская_территория,Управление_благоустройства_города,гореть фонарь уличный освещение пешеходный переход касимовский шоссе,Не_работает_уличное_освещение
Дороги,Управление_благоустройства_города,перекрёсток ул западный московский шоссе разбитый зелёный секция светофор направление сторона центр середина,Неисправный_светофор
Дворовая_территория,Управление_энергетики_и_жилищно-коммунального_хозяйства,улица колхозный иметься песочница возле дом единственный сделать свой рука который мочь добиться превезти песок ребёнок играть песок протяжение год просить ждать год,Ямы_и_выбоины_во_дворах
Дороги,Управление_благоустройства_города,данный пешеходный переход оборудовать новый норматив начало ряд стоящий столб работать освещать данный переход год второе необходимый данный переход оснастить фонарь сторона солнечный батарея светофор тип вечерний ночное время дело происходить наезд гражданин дтп участие машина пешеход видно просьба незамедлительно отреагировать пешеходный необходимость установить лежачий полицейский ограничить скорость,Некачественное_содержание_наземных/подземных_пешеходных_переходов
Городская_территория,Управление_благоустройства_города,эл столб установленный ряз электросеть подвести питание проектирование финансирование нужно ждать единственный фонарь дорога ходить ребёнок школа фонарик пройти поломать нога невозможно сплошной грязь ям каждый выбор обещать дорога сделать привыкнуть осветить нормальный целый проблема,Не_работает_уличное_освещение
Дороги,Администрация_Шиловского_муниципального_района_Рязанской_области,просить сделать пешеходный дорожка новоселов стать оживлённый дорога вечером дорога видно просить писать наш заявление остаться ответ большой внимание,Повреждение_или_отсутствие_тротуаров
Дворовая_территория,Префектура_Московского_района,фотография видный обычный картина который наблюдать житель утро бачок пустой вывозить регулярно весь вокруг мочь лежать неделя убирать весь равно ситуация повторяться начало нужно провести инструктаж мусорщик бак опустошать собирать мусор который лежать ряд вываливаться опустошение далее нужный мусорка закрытый тип нынешний мусор разлетаться ветер собака ряд детский площадка постоянно весь мусор дорога мусор двор мусор,Неубранная_контейнерная_площадка
Многоквартирные_дома,Администрация_Чучковского_муниципального_района_Рязанской_области,год год получить дом ветхий жильё сразу начаться проблема плесень полый проваливаться трещина потолок окно плакать котёл неправильно установленный дом большой проблема помочь,Предоставление_коммунальных_услуг_ненадлежащего_качества
Трудоустройство,Министерство_труда_и_социальной_защиты_населения_Рязанской_области,год работать фапе санитарка незаконно уволить главный врач выплатить месяц год зарплата рубль почему выплачивать весь остальной переписывать трудовой книжка весь остальной запрашивать весь документ пожалуйста помочь выплатить моральный ущерб переписать акт увольнение трудовой книжка уволить собственный желание выплатить зарплата надеяться помочь,Нарушения_оплаты_труда
Дворовая_территория,Администрация_Чучковского_муниципального_района_Рязанской_области,хороший детский площадка появляться разбивать предложение сделать скрытый видеокамера ломать детский площадка мусорить штрафовать также футбольный поль который выгуливать домашний собака,Ямы_и_выбоины_во_дворах
Многоквартирные_дома,Префектура_Советского_района,надпись стена дом касимовский шоссе просьба закрасить,"Несанкционированные_объявления,_надписи_и_рисунки_на_фасадах"
Городская_территория,Управление_благоустройства_города,гореть фонарь уличный освещение напротив дом ул горький,Не_работает_уличное_освещение
Городская_территория,Управление_благоустройства_города,гореть фонарь уличный освещение пешеходный переход район дом новый улица данный фонарь закрывать ветка дерево,Не_работает_уличное_освещение
Остановки_общественного_транспорта,Управление_благоустройства_города,несколько день функционировать информационный табло остановка квартал направление центр город,Некачественное_содержание_остановок_общественного_транспорта
"Здравоохранение,_поликлиники",Администрация_Сапожковского_муниципального_района_Рязанской_области,произойти оптимизация система здравоохранение свой родильный дом закрытый детский отделение врач окулист например глаукома катаракт кома обратиться почему районный больница важный врач кажется нонсенс хотеться услышать очень плохо осветить сапожок вечером невозможно выйти дорога центральный советский асфальтировать каждый год,Низкий_уровень_материально-технического_обеспечения_поликлиник
Многоквартирные_дома,Администрация_Сапожковского_муниципального_района_Рязанской_области,проживать сапожок панельный пятиэтажный дом замучить подвал напросто постоянно дышать нечистоты инвалид кровоизлияние мозг никак мочь добиться год назад капитальный ремонт сделать кой жэк передать стать жить невыносимый рязань мочь доехать здоровье позволять задыхаться травить помочь,Предоставление_коммунальных_услуг_ненадлежащего_качества
Социальная_защита,Администрация_Шиловского_муниципального_района_Рязанской_области,рабочий посёлок сапожок снимать квартира сель инякино шиловский район инвалид группа ребёнок дочь шилово отучиться найти работа хотеть жить жильё давать прописка почему весь область просить предоставить ответ письменно,"Социальная_поддержка_женщин_и_семей,_имеющих_детей,_в_том_числе_многодетных_семей"
Дворовая_территория,Администрация_Шиловского_муниципального_района_Рязанской_области,детский площадка обращаться делаться лавочка двор старший поколение негде присесть просить прислать ответ письменно,Некачественное_содержание_детской_площадки
Дворовая_территория,Администрация_Шиловского_муниципального_района_Рязанской_области,жить трёхэтажный дом сажать огородик окошко сказать муниципальный земля весь огородить сказать газон неужели жить сельский местность мочь посадить зелень хотеться шилов заасфальтировать нормальный весь дорога мусор ям закидать прямо центр магазин престиж,Ненадлежащий_уход_за_зелеными_насаждениями
Дороги,Администрация_Клепиковского_муниципального_района_Рязанской_области,просить решить нижеописать проблема летом год житель улица подгорный заметить люк около дорога который проходить водный коммуникация подача водопроводный вода дом повредить образоваться большой дыра устный форма несколько обращаться вопрос администрация город ответить скоро проблема решить снятие покрытие дорога повредить люк организация который делать дорога должный устранить проблема однако конец начаться заморозка дождь лист куча грязь который находиться ряд люк грязь непокрытый асфальт дорога лёгкость попадать повредить отверстие крышка люк мочь привести повреждение водопровод соответственно ухудшение качество питьевой вода наступление холод вероятность труба следовательно вод мочь замёрзнуть весь улица остаться доступ вода связь ограниченный время приближаться минусовый температура просить короткий срок починить крышка люк,Просадка_люка/Незакрытый_люк
Многоквартирные_дома,Госжилинспекция,итог заочный голосование вопрос повестка день поставить общий собрание собственник протокол установка ограждение вокруг дом счёт средство собственник помещение проголосовать ограждение пора наш двор сделаться проходная двор детский площадка который оставлять желать хороший собираться молодёжь ночь оставлять гора мусор дверь стена подвальный помещение расписать непонятный иероглиф жилец хотеть двор чистый уходить пример соседний дом з плата дворник соответствовать наш получать рубль месяц дом год существование превращаться бомжатник плита входной дверь весь раскрошиться навес весной крыша лететь сосулька наледь обращаться ук генеральный директор пантюшина далее весь аккуратно записать наш проблема летом весь дело закончиться,Нарушение_закона_при_ведении_деятельности_управляющей_организации/ТСЖ
Многоквартирные_дома,Администрация_Чучковского_муниципального_района_Рязанской_области,просить содействие ремонт крыша,Некачественный_текущий_ремонт
